,DataSet,Vectorizer,Stopword removing,Punctuation removing,Morphing,Classifier,Accuracy,Precision,Recall,Fscore
418,Yelp,Tfidf,off,off,stemmer,logreg_classifier,0.8151515151515152,0.7751479289940828,0.8506493506493507,0.8111455108359134
419,Yelp,Tfidf,off,off,turned off,logreg_classifier,0.8151515151515152,0.7751479289940828,0.8506493506493507,0.8111455108359134
420,Yelp,Count Vectorizer,on,on,lemmitizer,logreg_classifier,0.7818181818181819,0.7469879518072289,0.8051948051948052,0.7749999999999999
421,Yelp,Count Vectorizer,on,on,stemmer,logreg_classifier,0.7787878787878788,0.7396449704142012,0.8116883116883117,0.7739938080495355
422,Yelp,Count Vectorizer,on,on,turned off,logreg_classifier,0.8090909090909091,0.7724550898203593,0.8376623376623377,0.8037383177570092
423,Yelp,Count Vectorizer,off,on,lemmitizer,logreg_classifier,0.8272727272727273,0.8012422360248447,0.8376623376623377,0.8190476190476189
424,Yelp,Count Vectorizer,off,on,stemmer,logreg_classifier,0.8303030303030303,0.8024691358024691,0.8441558441558441,0.8227848101265822
425,Yelp,Count Vectorizer,off,on,turned off,logreg_classifier,0.8363636363636363,0.808641975308642,0.8506493506493507,0.8291139240506329
426,Yelp,Count Vectorizer,on,off,lemmitizer,logreg_classifier,0.7757575757575758,0.7469135802469136,0.7857142857142857,0.7658227848101264
427,Yelp,Count Vectorizer,on,off,stemmer,logreg_classifier,0.7757575757575758,0.7409638554216867,0.7987012987012987,0.7687500000000002
428,Yelp,Count Vectorizer,on,off,turned off,logreg_classifier,0.7909090909090909,0.7607361963190185,0.8051948051948052,0.7823343848580442
429,Yelp,Count Vectorizer,off,off,lemmitizer,logreg_classifier,0.8181818181818182,0.7797619047619048,0.8506493506493507,0.8136645962732919
430,Yelp,Count Vectorizer,off,off,stemmer,logreg_classifier,0.8181818181818182,0.7831325301204819,0.8441558441558441,0.8124999999999999
431,Yelp,Count Vectorizer,off,off,turned off,logreg_classifier,0.8151515151515152,0.7784431137724551,0.8441558441558441,0.8099688473520248
432,Tweeter,Tfidf,on,on,lemmitizer,NaiveBayes,0.9627329192546584,0.0,0.0,0.0
433,Tweeter,Tfidf,on,on,stemmer,NaiveBayes,0.9627329192546584,0.0,0.0,0.0
434,Tweeter,Tfidf,on,on,turned off,NaiveBayes,0.9627329192546584,0.0,0.0,0.0
435,Tweeter,Tfidf,off,on,lemmitizer,NaiveBayes,0.9627329192546584,0.0,0.0,0.0
436,Tweeter,Tfidf,off,on,stemmer,NaiveBayes,0.9627329192546584,0.0,0.0,0.0
437,Tweeter,Tfidf,off,on,turned off,NaiveBayes,0.9627329192546584,0.0,0.0,0.0
438,Tweeter,Tfidf,on,off,lemmitizer,NaiveBayes,0.9627329192546584,0.0,0.0,0.0
439,Tweeter,Tfidf,on,off,stemmer,NaiveBayes,0.9627329192546584,0.0,0.0,0.0
440,Tweeter,Tfidf,on,off,turned off,NaiveBayes,0.9627329192546584,0.0,0.0,0.0
441,Tweeter,Tfidf,off,off,lemmitizer,NaiveBayes,0.9627329192546584,0.0,0.0,0.0
442,Tweeter,Tfidf,off,off,stemmer,NaiveBayes,0.9627329192546584,0.0,0.0,0.0
443,Tweeter,Tfidf,off,off,turned off,NaiveBayes,0.9627329192546584,0.0,0.0,0.0
444,Tweeter,Count Vectorizer,on,on,lemmitizer,NaiveBayes,0.9726708074534162,0.6818181818181818,0.5,0.576923076923077
445,Tweeter,Count Vectorizer,on,on,stemmer,NaiveBayes,0.9751552795031055,0.7777777777777778,0.4666666666666667,0.5833333333333334
446,Tweeter,Count Vectorizer,on,on,turned off,NaiveBayes,0.9701863354037267,0.6363636363636364,0.4666666666666667,0.5384615384615385
447,Tweeter,Count Vectorizer,off,on,lemmitizer,NaiveBayes,0.9677018633540373,0.7,0.23333333333333334,0.35
448,Tweeter,Count Vectorizer,off,on,stemmer,NaiveBayes,0.968944099378882,0.8571428571428571,0.2,0.32432432432432434
449,Tweeter,Count Vectorizer,off,on,turned off,NaiveBayes,0.9664596273291925,0.6666666666666666,0.2,0.30769230769230765
450,Tweeter,Count Vectorizer,on,off,lemmitizer,NaiveBayes,0.977639751552795,0.7727272727272727,0.5666666666666667,0.6538461538461539
451,Tweeter,Count Vectorizer,on,off,stemmer,NaiveBayes,0.9801242236024845,0.8181818181818182,0.6,0.6923076923076923
452,Tweeter,Count Vectorizer,on,off,turned off,NaiveBayes,0.9801242236024845,0.7916666666666666,0.6333333333333333,0.7037037037037038
453,Tweeter,Count Vectorizer,off,off,lemmitizer,NaiveBayes,0.9677018633540373,0.7,0.23333333333333334,0.35
454,Tweeter,Count Vectorizer,off,off,stemmer,NaiveBayes,0.968944099378882,0.7777777777777778,0.23333333333333334,0.35897435897435903
455,Tweeter,Count Vectorizer,off,off,turned off,NaiveBayes,0.9677018633540373,0.7,0.23333333333333334,0.35
456,Tweeter,Tfidf,on,on,lemmitizer,Support Vector Machine,0.991304347826087,0.896551724137931,0.8666666666666667,0.8813559322033899
457,Tweeter,Tfidf,on,on,stemmer,Support Vector Machine,0.991304347826087,0.896551724137931,0.8666666666666667,0.8813559322033899
458,Tweeter,Tfidf,on,on,turned off,Support Vector Machine,0.9900621118012423,0.8928571428571429,0.8333333333333334,0.8620689655172413
459,Tweeter,Tfidf,off,on,lemmitizer,Support Vector Machine,0.9888198757763975,0.8888888888888888,0.8,0.8421052631578948
460,Tweeter,Tfidf,off,on,stemmer,Support Vector Machine,0.9925465838509316,0.9,0.9,0.9
461,Tweeter,Tfidf,off,on,turned off,Support Vector Machine,0.9875776397515528,0.8846153846153846,0.7666666666666667,0.8214285714285715
462,Tweeter,Tfidf,on,off,lemmitizer,Support Vector Machine,0.9950310559006211,0.90625,0.9666666666666667,0.9354838709677419
463,Tweeter,Tfidf,on,off,stemmer,Support Vector Machine,0.9950310559006211,0.8823529411764706,1.0,0.9375
464,Tweeter,Tfidf,on,off,turned off,Support Vector Machine,0.9962732919254659,0.9090909090909091,1.0,0.9523809523809523
465,Tweeter,Tfidf,off,off,lemmitizer,Support Vector Machine,0.9950310559006211,0.90625,0.9666666666666667,0.9354838709677419
466,Tweeter,Tfidf,off,off,stemmer,Support Vector Machine,0.9950310559006211,0.90625,0.9666666666666667,0.9354838709677419
467,Tweeter,Tfidf,off,off,turned off,Support Vector Machine,0.9950310559006211,0.90625,0.9666666666666667,0.9354838709677419
468,Tweeter,Count Vectorizer,on,on,lemmitizer,Support Vector Machine,0.9900621118012423,0.8666666666666667,0.8666666666666667,0.8666666666666667
469,Tweeter,Count Vectorizer,on,on,stemmer,Support Vector Machine,0.9900621118012423,0.8666666666666667,0.8666666666666667,0.8666666666666667
470,Tweeter,Count Vectorizer,on,on,turned off,Support Vector Machine,0.9900621118012423,0.8666666666666667,0.8666666666666667,0.8666666666666667
471,Tweeter,Count Vectorizer,off,on,lemmitizer,Support Vector Machine,0.9900621118012423,0.8928571428571429,0.8333333333333334,0.8620689655172413
472,Tweeter,Count Vectorizer,off,on,stemmer,Support Vector Machine,0.9900621118012423,0.8666666666666667,0.8666666666666667,0.8666666666666667
473,Tweeter,Count Vectorizer,off,on,turned off,Support Vector Machine,0.9900621118012423,0.8928571428571429,0.8333333333333334,0.8620689655172413
474,Tweeter,Count Vectorizer,on,off,lemmitizer,Support Vector Machine,0.991304347826087,0.8484848484848485,0.9333333333333333,0.888888888888889
475,Tweeter,Count Vectorizer,on,off,stemmer,Support Vector Machine,0.9925465838509316,0.875,0.9333333333333333,0.9032258064516129
476,Tweeter,Count Vectorizer,on,off,turned off,Support Vector Machine,0.991304347826087,0.8484848484848485,0.9333333333333333,0.888888888888889
477,Tweeter,Count Vectorizer,off,off,lemmitizer,Support Vector Machine,0.9937888198757764,0.8787878787878788,0.9666666666666667,0.9206349206349207
478,Tweeter,Count Vectorizer,off,off,stemmer,Support Vector Machine,0.9925465838509316,0.875,0.9333333333333333,0.9032258064516129
479,Tweeter,Count Vectorizer,off,off,turned off,Support Vector Machine,0.9937888198757764,0.8787878787878788,0.9666666666666667,0.9206349206349207
480,Tweeter,Tfidf,on,on,lemmitizer,Decision Tree,0.9900621118012423,0.8666666666666667,0.8666666666666667,0.8666666666666667
481,Tweeter,Tfidf,on,on,stemmer,Decision Tree,0.9900621118012423,0.84375,0.9,0.870967741935484
482,Tweeter,Tfidf,on,on,turned off,Decision Tree,0.9937888198757764,0.9032258064516129,0.9333333333333333,0.9180327868852459
483,Tweeter,Tfidf,off,on,lemmitizer,Decision Tree,0.9937888198757764,0.9032258064516129,0.9333333333333333,0.9180327868852459
484,Tweeter,Tfidf,off,on,stemmer,Decision Tree,0.9925465838509316,0.9,0.9,0.9
485,Tweeter,Tfidf,off,on,turned off,Decision Tree,0.9950310559006211,0.90625,0.9666666666666667,0.9354838709677419
486,Tweeter,Tfidf,on,off,lemmitizer,Decision Tree,0.9937888198757764,0.9032258064516129,0.9333333333333333,0.9180327868852459
487,Tweeter,Tfidf,on,off,stemmer,Decision Tree,0.991304347826087,0.896551724137931,0.8666666666666667,0.8813559322033899
488,Tweeter,Tfidf,on,off,turned off,Decision Tree,0.9937888198757764,0.9032258064516129,0.9333333333333333,0.9180327868852459
489,Tweeter,Tfidf,off,off,lemmitizer,Decision Tree,0.9962732919254659,0.9090909090909091,1.0,0.9523809523809523
490,Tweeter,Tfidf,off,off,stemmer,Decision Tree,0.9962732919254659,0.9090909090909091,1.0,0.9523809523809523
491,Tweeter,Tfidf,off,off,turned off,Decision Tree,0.9937888198757764,0.9032258064516129,0.9333333333333333,0.9180327868852459
492,Tweeter,Count Vectorizer,on,on,lemmitizer,Decision Tree,0.9925465838509316,0.9,0.9,0.9
493,Tweeter,Count Vectorizer,on,on,stemmer,Decision Tree,0.9937888198757764,0.9032258064516129,0.9333333333333333,0.9180327868852459
494,Tweeter,Count Vectorizer,on,on,turned off,Decision Tree,0.991304347826087,0.896551724137931,0.8666666666666667,0.8813559322033899
495,Tweeter,Count Vectorizer,off,on,lemmitizer,Decision Tree,0.9962732919254659,0.9354838709677419,0.9666666666666667,0.9508196721311476
496,Tweeter,Count Vectorizer,off,on,stemmer,Decision Tree,0.9950310559006211,0.90625,0.9666666666666667,0.9354838709677419
497,Tweeter,Count Vectorizer,off,on,turned off,Decision Tree,0.9950310559006211,0.9333333333333333,0.9333333333333333,0.9333333333333333
498,Tweeter,Count Vectorizer,on,off,lemmitizer,Decision Tree,0.9950310559006211,0.8823529411764706,1.0,0.9375
499,Tweeter,Count Vectorizer,on,off,stemmer,Decision Tree,0.9950310559006211,0.90625,0.9666666666666667,0.9354838709677419
500,Tweeter,Count Vectorizer,on,off,turned off,Decision Tree,0.9950310559006211,0.90625,0.9666666666666667,0.9354838709677419
501,Tweeter,Count Vectorizer,off,off,lemmitizer,Decision Tree,0.9950310559006211,0.9333333333333333,0.9333333333333333,0.9333333333333333
502,Tweeter,Count Vectorizer,off,off,stemmer,Decision Tree,0.9937888198757764,0.9032258064516129,0.9333333333333333,0.9180327868852459
503,Tweeter,Count Vectorizer,off,off,turned off,Decision Tree,0.9950310559006211,0.90625,0.9666666666666667,0.9354838709677419
504,Tweeter,Tfidf,on,on,lemmitizer,Random Forest,0.9751552795031055,1.0,0.3333333333333333,0.5
505,Tweeter,Tfidf,on,on,stemmer,Random Forest,0.9763975155279503,1.0,0.36666666666666664,0.5365853658536585
506,Tweeter,Tfidf,on,on,turned off,Random Forest,0.968944099378882,1.0,0.16666666666666666,0.2857142857142857
507,Tweeter,Tfidf,off,on,lemmitizer,Random Forest,0.9714285714285714,1.0,0.23333333333333334,0.37837837837837834
508,Tweeter,Tfidf,off,on,stemmer,Random Forest,0.968944099378882,1.0,0.16666666666666666,0.2857142857142857
509,Tweeter,Tfidf,off,on,turned off,Random Forest,0.9714285714285714,1.0,0.23333333333333334,0.37837837837837834
510,Tweeter,Tfidf,on,off,lemmitizer,Random Forest,0.9788819875776398,1.0,0.43333333333333335,0.6046511627906976
511,Tweeter,Tfidf,on,off,stemmer,Random Forest,0.9763975155279503,1.0,0.36666666666666664,0.5365853658536585
512,Tweeter,Tfidf,on,off,turned off,Random Forest,0.9788819875776398,1.0,0.43333333333333335,0.6046511627906976
513,Tweeter,Tfidf,off,off,lemmitizer,Random Forest,0.9726708074534162,1.0,0.26666666666666666,0.4210526315789474
514,Tweeter,Tfidf,off,off,stemmer,Random Forest,0.9751552795031055,0.9166666666666666,0.36666666666666664,0.5238095238095238
515,Tweeter,Tfidf,off,off,turned off,Random Forest,0.9751552795031055,1.0,0.3333333333333333,0.5
516,Tweeter,Count Vectorizer,on,on,lemmitizer,Random Forest,0.9739130434782609,1.0,0.3,0.4615384615384615
517,Tweeter,Count Vectorizer,on,on,stemmer,Random Forest,0.9701863354037267,0.875,0.23333333333333334,0.3684210526315789
518,Tweeter,Count Vectorizer,on,on,turned off,Random Forest,0.9739130434782609,0.8461538461538461,0.36666666666666664,0.5116279069767441
519,Tweeter,Count Vectorizer,off,on,lemmitizer,Random Forest,0.9664596273291925,1.0,0.1,0.18181818181818182
520,Tweeter,Count Vectorizer,off,on,stemmer,Random Forest,0.9701863354037267,1.0,0.2,0.33333333333333337
521,Tweeter,Count Vectorizer,off,on,turned off,Random Forest,0.9677018633540373,0.8333333333333334,0.16666666666666666,0.2777777777777778
522,Tweeter,Count Vectorizer,on,off,lemmitizer,Random Forest,0.977639751552795,0.9285714285714286,0.43333333333333335,0.5909090909090909
523,Tweeter,Count Vectorizer,on,off,stemmer,Random Forest,0.9726708074534162,1.0,0.26666666666666666,0.4210526315789474
524,Tweeter,Count Vectorizer,on,off,turned off,Random Forest,0.9739130434782609,1.0,0.3,0.4615384615384615
525,Tweeter,Count Vectorizer,off,off,lemmitizer,Random Forest,0.9701863354037267,1.0,0.2,0.33333333333333337
526,Tweeter,Count Vectorizer,off,off,stemmer,Random Forest,0.9751552795031055,1.0,0.3333333333333333,0.5
527,Tweeter,Count Vectorizer,off,off,turned off,Random Forest,0.9751552795031055,1.0,0.3333333333333333,0.5
528,Tweeter,Tfidf,on,on,lemmitizer,XGBoost,0.991304347826087,0.8709677419354839,0.9,0.8852459016393444
529,Tweeter,Tfidf,on,on,stemmer,XGBoost,0.9925465838509316,0.875,0.9333333333333333,0.9032258064516129
530,Tweeter,Tfidf,on,on,turned off,XGBoost,0.9950310559006211,0.90625,0.9666666666666667,0.9354838709677419
531,Tweeter,Tfidf,off,on,lemmitizer,XGBoost,0.9937888198757764,0.9032258064516129,0.9333333333333333,0.9180327868852459
532,Tweeter,Tfidf,off,on,stemmer,XGBoost,0.9937888198757764,0.9032258064516129,0.9333333333333333,0.9180327868852459
533,Tweeter,Tfidf,off,on,turned off,XGBoost,0.9962732919254659,0.9090909090909091,1.0,0.9523809523809523
534,Tweeter,Tfidf,on,off,lemmitizer,XGBoost,0.9950310559006211,0.90625,0.9666666666666667,0.9354838709677419
535,Tweeter,Tfidf,on,off,stemmer,XGBoost,0.9962732919254659,0.9354838709677419,0.9666666666666667,0.9508196721311476
536,Tweeter,Tfidf,on,off,turned off,XGBoost,0.9937888198757764,0.9032258064516129,0.9333333333333333,0.9180327868852459
537,Tweeter,Tfidf,off,off,lemmitizer,XGBoost,0.9962732919254659,0.9090909090909091,1.0,0.9523809523809523
538,Tweeter,Tfidf,off,off,stemmer,XGBoost,0.9950310559006211,0.8823529411764706,1.0,0.9375
539,Tweeter,Tfidf,off,off,turned off,XGBoost,0.9950310559006211,0.90625,0.9666666666666667,0.9354838709677419
540,Tweeter,Count Vectorizer,on,on,lemmitizer,XGBoost,0.9925465838509316,0.9,0.9,0.9
541,Tweeter,Count Vectorizer,on,on,stemmer,XGBoost,0.9925465838509316,0.9,0.9,0.9
542,Tweeter,Count Vectorizer,on,on,turned off,XGBoost,0.9937888198757764,0.9032258064516129,0.9333333333333333,0.9180327868852459
543,Tweeter,Count Vectorizer,off,on,lemmitizer,XGBoost,0.9937888198757764,0.9310344827586207,0.9,0.9152542372881356
544,Tweeter,Count Vectorizer,off,on,stemmer,XGBoost,0.9925465838509316,0.9,0.9,0.9
545,Tweeter,Count Vectorizer,off,on,turned off,XGBoost,0.9950310559006211,0.9333333333333333,0.9333333333333333,0.9333333333333333
546,Tweeter,Count Vectorizer,on,off,lemmitizer,XGBoost,0.9925465838509316,0.9,0.9,0.9
547,Tweeter,Count Vectorizer,on,off,stemmer,XGBoost,0.9937888198757764,0.9032258064516129,0.9333333333333333,0.9180327868852459
548,Tweeter,Count Vectorizer,on,off,turned off,XGBoost,0.9925465838509316,0.9,0.9,0.9
549,Tweeter,Count Vectorizer,off,off,lemmitizer,XGBoost,0.9962732919254659,0.9354838709677419,0.9666666666666667,0.9508196721311476
550,Tweeter,Count Vectorizer,off,off,stemmer,XGBoost,0.9950310559006211,0.90625,0.9666666666666667,0.9354838709677419
551,Tweeter,Count Vectorizer,off,off,turned off,XGBoost,0.9950310559006211,0.9333333333333333,0.9333333333333333,0.9333333333333333
552,Tweeter,Tfidf,on,on,lemmitizer,logreg_classifier,0.9652173913043478,1.0,0.06666666666666667,0.125
553,Tweeter,Tfidf,on,on,stemmer,logreg_classifier,0.9652173913043478,1.0,0.06666666666666667,0.125
554,Tweeter,Tfidf,on,on,turned off,logreg_classifier,0.9652173913043478,1.0,0.06666666666666667,0.125
555,Tweeter,Tfidf,off,on,lemmitizer,logreg_classifier,0.9639751552795031,1.0,0.03333333333333333,0.06451612903225806
556,Tweeter,Tfidf,off,on,stemmer,logreg_classifier,0.9639751552795031,1.0,0.03333333333333333,0.06451612903225806
557,Tweeter,Tfidf,off,on,turned off,logreg_classifier,0.9639751552795031,1.0,0.03333333333333333,0.06451612903225806
558,Tweeter,Tfidf,on,off,lemmitizer,logreg_classifier,0.9652173913043478,1.0,0.06666666666666667,0.125
559,Tweeter,Tfidf,on,off,stemmer,logreg_classifier,0.9652173913043478,1.0,0.06666666666666667,0.125
560,Tweeter,Tfidf,on,off,turned off,logreg_classifier,0.9639751552795031,1.0,0.03333333333333333,0.06451612903225806
561,Tweeter,Tfidf,off,off,lemmitizer,logreg_classifier,0.9652173913043478,1.0,0.06666666666666667,0.125
562,Tweeter,Tfidf,off,off,stemmer,logreg_classifier,0.9639751552795031,1.0,0.03333333333333333,0.06451612903225806
563,Tweeter,Tfidf,off,off,turned off,logreg_classifier,0.9652173913043478,1.0,0.06666666666666667,0.125
564,Tweeter,Count Vectorizer,on,on,lemmitizer,logreg_classifier,0.9838509316770186,0.8695652173913043,0.6666666666666666,0.7547169811320754
565,Tweeter,Count Vectorizer,on,on,stemmer,logreg_classifier,0.9838509316770186,0.8695652173913043,0.6666666666666666,0.7547169811320754
566,Tweeter,Count Vectorizer,on,on,turned off,logreg_classifier,0.9838509316770186,0.8695652173913043,0.6666666666666666,0.7547169811320754
567,Tweeter,Count Vectorizer,off,on,lemmitizer,logreg_classifier,0.986335403726708,0.9523809523809523,0.6666666666666666,0.7843137254901961
568,Tweeter,Count Vectorizer,off,on,stemmer,logreg_classifier,0.9850931677018634,0.95,0.6333333333333333,0.7599999999999999
569,Tweeter,Count Vectorizer,off,on,turned off,logreg_classifier,0.9850931677018634,0.95,0.6333333333333333,0.7599999999999999
570,Tweeter,Count Vectorizer,on,off,lemmitizer,logreg_classifier,0.9900621118012423,0.8928571428571429,0.8333333333333334,0.8620689655172413
571,Tweeter,Count Vectorizer,on,off,stemmer,logreg_classifier,0.9900621118012423,0.8928571428571429,0.8333333333333334,0.8620689655172413
572,Tweeter,Count Vectorizer,on,off,turned off,logreg_classifier,0.9900621118012423,0.8928571428571429,0.8333333333333334,0.8620689655172413
573,Tweeter,Count Vectorizer,off,off,lemmitizer,logreg_classifier,0.9937888198757764,0.9310344827586207,0.9,0.9152542372881356
574,Tweeter,Count Vectorizer,off,off,stemmer,logreg_classifier,0.9937888198757764,0.9310344827586207,0.9,0.9152542372881356
575,Tweeter,Count Vectorizer,off,off,turned off,logreg_classifier,0.9925465838509316,0.9285714285714286,0.8666666666666667,0.896551724137931
